Text,Entities
Google David.,"[{'entity': 'ORG', 'start': 0, 'end': 6}, {'entity': 'PERSON', 'start': 7, 'end': 12}]"
New York New York Microsoft.,"[{'entity': 'LOC', 'start': 0, 'end': 8}, {'entity': 'LOC', 'start': 9, 'end': 17}, {'entity': 'ORG', 'start': 18, 'end': 27}]"
Sara New York Google.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}, {'entity': 'LOC', 'start': 5, 'end': 13}, {'entity': 'ORG', 'start': 14, 'end': 20}]"
OpenAI.,"[{'entity': 'ORG', 'start': 0, 'end': 6}]"
"March 15, 2021 January 2023 David.","[{'entity': 'DATE', 'start': 0, 'end': 14}, {'entity': 'DATE', 'start': 15, 'end': 27}, {'entity': 'PERSON', 'start': 28, 'end': 33}]"
London New York.,"[{'entity': 'LOC', 'start': 0, 'end': 6}, {'entity': 'LOC', 'start': 7, 'end': 15}]"
"March 15, 2021 January 2023.","[{'entity': 'DATE', 'start': 0, 'end': 14}, {'entity': 'DATE', 'start': 15, 'end': 27}]"
Paris.,"[{'entity': 'LOC', 'start': 0, 'end': 5}]"
2023 2023.,"[{'entity': 'DATE', 'start': 0, 'end': 4}, {'entity': 'DATE', 'start': 5, 'end': 9}]"
Sara.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}]"
Microsoft.,"[{'entity': 'ORG', 'start': 0, 'end': 9}]"
"David March 15, 2021 London.","[{'entity': 'PERSON', 'start': 0, 'end': 5}, {'entity': 'DATE', 'start': 6, 'end': 20}, {'entity': 'LOC', 'start': 21, 'end': 27}]"
Emma OpenAI 2022.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}, {'entity': 'ORG', 'start': 5, 'end': 11}, {'entity': 'DATE', 'start': 12, 'end': 16}]"
John New York January 2023.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}, {'entity': 'LOC', 'start': 5, 'end': 13}, {'entity': 'DATE', 'start': 14, 'end': 26}]"
Tesla 2022.,"[{'entity': 'ORG', 'start': 0, 'end': 5}, {'entity': 'DATE', 'start': 6, 'end': 10}]"
John 2023 San Francisco.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}, {'entity': 'DATE', 'start': 5, 'end': 9}, {'entity': 'LOC', 'start': 10, 'end': 23}]"
John.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}]"
Sara 2022.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}, {'entity': 'DATE', 'start': 5, 'end': 9}]"
Michael Tesla.,"[{'entity': 'PERSON', 'start': 0, 'end': 7}, {'entity': 'ORG', 'start': 8, 'end': 13}]"
Google Amazon John.,"[{'entity': 'ORG', 'start': 0, 'end': 6}, {'entity': 'ORG', 'start': 7, 'end': 13}, {'entity': 'PERSON', 'start': 14, 'end': 18}]"
Emma New York Tesla.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}, {'entity': 'LOC', 'start': 5, 'end': 13}, {'entity': 'ORG', 'start': 14, 'end': 19}]"
2023 Google David.,"[{'entity': 'DATE', 'start': 0, 'end': 4}, {'entity': 'ORG', 'start': 5, 'end': 11}, {'entity': 'PERSON', 'start': 12, 'end': 17}]"
Microsoft Sara Paris.,"[{'entity': 'ORG', 'start': 0, 'end': 9}, {'entity': 'PERSON', 'start': 10, 'end': 14}, {'entity': 'LOC', 'start': 15, 'end': 20}]"
San Francisco.,"[{'entity': 'LOC', 'start': 0, 'end': 13}]"
Boston Alice.,"[{'entity': 'LOC', 'start': 0, 'end': 6}, {'entity': 'PERSON', 'start': 7, 'end': 12}]"
2022 2023 Microsoft.,"[{'entity': 'DATE', 'start': 0, 'end': 4}, {'entity': 'DATE', 'start': 5, 'end': 9}, {'entity': 'ORG', 'start': 10, 'end': 19}]"
David Alice.,"[{'entity': 'PERSON', 'start': 0, 'end': 5}, {'entity': 'PERSON', 'start': 6, 'end': 11}]"
Google Tesla.,"[{'entity': 'ORG', 'start': 0, 'end': 6}, {'entity': 'ORG', 'start': 7, 'end': 12}]"
Alice.,"[{'entity': 'PERSON', 'start': 0, 'end': 5}]"
Emma.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}]"
2024.,"[{'entity': 'DATE', 'start': 0, 'end': 4}]"
Emma Amazon.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}, {'entity': 'ORG', 'start': 5, 'end': 11}]"
New York David John.,"[{'entity': 'LOC', 'start': 0, 'end': 8}, {'entity': 'PERSON', 'start': 9, 'end': 14}, {'entity': 'PERSON', 'start': 15, 'end': 19}]"
2024 Tesla.,"[{'entity': 'DATE', 'start': 0, 'end': 4}, {'entity': 'ORG', 'start': 5, 'end': 10}]"
"March 15, 2021.","[{'entity': 'DATE', 'start': 0, 'end': 14}]"
Sara.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}]"
London.,"[{'entity': 'LOC', 'start': 0, 'end': 6}]"
"March 15, 2021 Boston.","[{'entity': 'DATE', 'start': 0, 'end': 14}, {'entity': 'LOC', 'start': 15, 'end': 21}]"
Sara Emma.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}, {'entity': 'PERSON', 'start': 5, 'end': 9}]"
Amazon.,"[{'entity': 'ORG', 'start': 0, 'end': 6}]"
Microsoft Sara Paris.,"[{'entity': 'ORG', 'start': 0, 'end': 9}, {'entity': 'PERSON', 'start': 10, 'end': 14}, {'entity': 'LOC', 'start': 15, 'end': 20}]"
Google 2024 Tesla.,"[{'entity': 'ORG', 'start': 0, 'end': 6}, {'entity': 'DATE', 'start': 7, 'end': 11}, {'entity': 'ORG', 'start': 12, 'end': 17}]"
2023 Paris.,"[{'entity': 'DATE', 'start': 0, 'end': 4}, {'entity': 'LOC', 'start': 5, 'end': 10}]"
January 2023 Amazon New York.,"[{'entity': 'DATE', 'start': 0, 'end': 12}, {'entity': 'ORG', 'start': 13, 'end': 19}, {'entity': 'LOC', 'start': 20, 'end': 28}]"
Boston Michael John.,"[{'entity': 'LOC', 'start': 0, 'end': 6}, {'entity': 'PERSON', 'start': 7, 'end': 14}, {'entity': 'PERSON', 'start': 15, 'end': 19}]"
London.,"[{'entity': 'LOC', 'start': 0, 'end': 6}]"
Michael January 2023.,"[{'entity': 'PERSON', 'start': 0, 'end': 7}, {'entity': 'DATE', 'start': 8, 'end': 20}]"
Alice 2024.,"[{'entity': 'PERSON', 'start': 0, 'end': 5}, {'entity': 'DATE', 'start': 6, 'end': 10}]"
Michael New York.,"[{'entity': 'PERSON', 'start': 0, 'end': 7}, {'entity': 'LOC', 'start': 8, 'end': 16}]"
OpenAI 2024.,"[{'entity': 'ORG', 'start': 0, 'end': 6}, {'entity': 'DATE', 'start': 7, 'end': 11}]"
Emma January 2023 Paris.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}, {'entity': 'DATE', 'start': 5, 'end': 17}, {'entity': 'LOC', 'start': 18, 'end': 23}]"
Google 2023.,"[{'entity': 'ORG', 'start': 0, 'end': 6}, {'entity': 'DATE', 'start': 7, 'end': 11}]"
"March 15, 2021 2023.","[{'entity': 'DATE', 'start': 0, 'end': 14}, {'entity': 'DATE', 'start': 15, 'end': 19}]"
Boston Boston.,"[{'entity': 'LOC', 'start': 0, 'end': 6}, {'entity': 'LOC', 'start': 7, 'end': 13}]"
Paris.,"[{'entity': 'LOC', 'start': 0, 'end': 5}]"
Paris Tesla Tesla.,"[{'entity': 'LOC', 'start': 0, 'end': 5}, {'entity': 'ORG', 'start': 6, 'end': 11}, {'entity': 'ORG', 'start': 12, 'end': 17}]"
David 2023 Amazon.,"[{'entity': 'PERSON', 'start': 0, 'end': 5}, {'entity': 'DATE', 'start': 6, 'end': 10}, {'entity': 'ORG', 'start': 11, 'end': 17}]"
New York January 2023 San Francisco.,"[{'entity': 'LOC', 'start': 0, 'end': 8}, {'entity': 'DATE', 'start': 9, 'end': 21}, {'entity': 'LOC', 'start': 22, 'end': 35}]"
2022.,"[{'entity': 'DATE', 'start': 0, 'end': 4}]"
OpenAI Boston.,"[{'entity': 'ORG', 'start': 0, 'end': 6}, {'entity': 'LOC', 'start': 7, 'end': 13}]"
Sara January 2023 London.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}, {'entity': 'DATE', 'start': 5, 'end': 17}, {'entity': 'LOC', 'start': 18, 'end': 24}]"
2022.,"[{'entity': 'DATE', 'start': 0, 'end': 4}]"
Tesla.,"[{'entity': 'ORG', 'start': 0, 'end': 5}]"
Google Michael.,"[{'entity': 'ORG', 'start': 0, 'end': 6}, {'entity': 'PERSON', 'start': 7, 'end': 14}]"
2022.,"[{'entity': 'DATE', 'start': 0, 'end': 4}]"
New York John David.,"[{'entity': 'LOC', 'start': 0, 'end': 8}, {'entity': 'PERSON', 'start': 9, 'end': 13}, {'entity': 'PERSON', 'start': 14, 'end': 19}]"
2023.,"[{'entity': 'DATE', 'start': 0, 'end': 4}]"
2023.,"[{'entity': 'DATE', 'start': 0, 'end': 4}]"
Amazon David Tesla.,"[{'entity': 'ORG', 'start': 0, 'end': 6}, {'entity': 'PERSON', 'start': 7, 'end': 12}, {'entity': 'ORG', 'start': 13, 'end': 18}]"
David 2023.,"[{'entity': 'PERSON', 'start': 0, 'end': 5}, {'entity': 'DATE', 'start': 6, 'end': 10}]"
Microsoft Amazon Sara.,"[{'entity': 'ORG', 'start': 0, 'end': 9}, {'entity': 'ORG', 'start': 10, 'end': 16}, {'entity': 'PERSON', 'start': 17, 'end': 21}]"
San Francisco Amazon.,"[{'entity': 'LOC', 'start': 0, 'end': 13}, {'entity': 'ORG', 'start': 14, 'end': 20}]"
2023.,"[{'entity': 'DATE', 'start': 0, 'end': 4}]"
"2023 Paris March 15, 2021.","[{'entity': 'DATE', 'start': 0, 'end': 4}, {'entity': 'LOC', 'start': 5, 'end': 10}, {'entity': 'DATE', 'start': 11, 'end': 25}]"
Emma 2023.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}, {'entity': 'DATE', 'start': 5, 'end': 9}]"
Microsoft Alice.,"[{'entity': 'ORG', 'start': 0, 'end': 9}, {'entity': 'PERSON', 'start': 10, 'end': 15}]"
Emma London.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}, {'entity': 'LOC', 'start': 5, 'end': 11}]"
2023.,"[{'entity': 'DATE', 'start': 0, 'end': 4}]"
Tesla Sara.,"[{'entity': 'ORG', 'start': 0, 'end': 5}, {'entity': 'PERSON', 'start': 6, 'end': 10}]"
Sara London January 2023.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}, {'entity': 'LOC', 'start': 5, 'end': 11}, {'entity': 'DATE', 'start': 12, 'end': 24}]"
January 2023 Michael 2024.,"[{'entity': 'DATE', 'start': 0, 'end': 12}, {'entity': 'PERSON', 'start': 13, 'end': 20}, {'entity': 'DATE', 'start': 21, 'end': 25}]"
Tesla John London.,"[{'entity': 'ORG', 'start': 0, 'end': 5}, {'entity': 'PERSON', 'start': 6, 'end': 10}, {'entity': 'LOC', 'start': 11, 'end': 17}]"
Tesla Emma.,"[{'entity': 'ORG', 'start': 0, 'end': 5}, {'entity': 'PERSON', 'start': 6, 'end': 10}]"
January 2023 Tesla 2022.,"[{'entity': 'DATE', 'start': 0, 'end': 12}, {'entity': 'ORG', 'start': 13, 'end': 18}, {'entity': 'DATE', 'start': 19, 'end': 23}]"
David.,"[{'entity': 'PERSON', 'start': 0, 'end': 5}]"
"March 15, 2021 January 2023.","[{'entity': 'DATE', 'start': 0, 'end': 14}, {'entity': 'DATE', 'start': 15, 'end': 27}]"
Michael Amazon OpenAI.,"[{'entity': 'PERSON', 'start': 0, 'end': 7}, {'entity': 'ORG', 'start': 8, 'end': 14}, {'entity': 'ORG', 'start': 15, 'end': 21}]"
San Francisco January 2023.,"[{'entity': 'LOC', 'start': 0, 'end': 13}, {'entity': 'DATE', 'start': 14, 'end': 26}]"
Boston January 2023.,"[{'entity': 'LOC', 'start': 0, 'end': 6}, {'entity': 'DATE', 'start': 7, 'end': 19}]"
"March 15, 2021 Amazon.","[{'entity': 'DATE', 'start': 0, 'end': 14}, {'entity': 'ORG', 'start': 15, 'end': 21}]"
Emma.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}]"
Sara Boston Emma.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}, {'entity': 'LOC', 'start': 5, 'end': 11}, {'entity': 'PERSON', 'start': 12, 'end': 16}]"
Michael Paris.,"[{'entity': 'PERSON', 'start': 0, 'end': 7}, {'entity': 'LOC', 'start': 8, 'end': 13}]"
"Amazon March 15, 2021 Alice.","[{'entity': 'ORG', 'start': 0, 'end': 6}, {'entity': 'DATE', 'start': 7, 'end': 21}, {'entity': 'PERSON', 'start': 22, 'end': 27}]"
2022 New York Amazon.,"[{'entity': 'DATE', 'start': 0, 'end': 4}, {'entity': 'LOC', 'start': 5, 'end': 13}, {'entity': 'ORG', 'start': 14, 'end': 20}]"
Google.,"[{'entity': 'ORG', 'start': 0, 'end': 6}]"
Tesla Alice London.,"[{'entity': 'ORG', 'start': 0, 'end': 5}, {'entity': 'PERSON', 'start': 6, 'end': 11}, {'entity': 'LOC', 'start': 12, 'end': 18}]"
January 2023.,"[{'entity': 'DATE', 'start': 0, 'end': 12}]"
Boston Paris Boston.,"[{'entity': 'LOC', 'start': 0, 'end': 6}, {'entity': 'LOC', 'start': 7, 'end': 12}, {'entity': 'LOC', 'start': 13, 'end': 19}]"
Emma.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}]"
"Amazon Tesla March 15, 2021.","[{'entity': 'ORG', 'start': 0, 'end': 6}, {'entity': 'ORG', 'start': 7, 'end': 12}, {'entity': 'DATE', 'start': 13, 'end': 27}]"
Amazon.,"[{'entity': 'ORG', 'start': 0, 'end': 6}]"
2022 Emma Google.,"[{'entity': 'DATE', 'start': 0, 'end': 4}, {'entity': 'PERSON', 'start': 5, 'end': 9}, {'entity': 'ORG', 'start': 10, 'end': 16}]"
Paris 2022 2024.,"[{'entity': 'LOC', 'start': 0, 'end': 5}, {'entity': 'DATE', 'start': 6, 'end': 10}, {'entity': 'DATE', 'start': 11, 'end': 15}]"
New York Alice 2022.,"[{'entity': 'LOC', 'start': 0, 'end': 8}, {'entity': 'PERSON', 'start': 9, 'end': 14}, {'entity': 'DATE', 'start': 15, 'end': 19}]"
Alice David.,"[{'entity': 'PERSON', 'start': 0, 'end': 5}, {'entity': 'PERSON', 'start': 6, 'end': 11}]"
Microsoft Boston Amazon.,"[{'entity': 'ORG', 'start': 0, 'end': 9}, {'entity': 'LOC', 'start': 10, 'end': 16}, {'entity': 'ORG', 'start': 17, 'end': 23}]"
Emma.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}]"
Boston January 2023.,"[{'entity': 'LOC', 'start': 0, 'end': 6}, {'entity': 'DATE', 'start': 7, 'end': 19}]"
OpenAI New York.,"[{'entity': 'ORG', 'start': 0, 'end': 6}, {'entity': 'LOC', 'start': 7, 'end': 15}]"
John New York.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}, {'entity': 'LOC', 'start': 5, 'end': 13}]"
New York San Francisco.,"[{'entity': 'LOC', 'start': 0, 'end': 8}, {'entity': 'LOC', 'start': 9, 'end': 22}]"
Google.,"[{'entity': 'ORG', 'start': 0, 'end': 6}]"
OpenAI.,"[{'entity': 'ORG', 'start': 0, 'end': 6}]"
Emma OpenAI.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}, {'entity': 'ORG', 'start': 5, 'end': 11}]"
2024 London New York.,"[{'entity': 'DATE', 'start': 0, 'end': 4}, {'entity': 'LOC', 'start': 5, 'end': 11}, {'entity': 'LOC', 'start': 12, 'end': 20}]"
2024 Michael.,"[{'entity': 'DATE', 'start': 0, 'end': 4}, {'entity': 'PERSON', 'start': 5, 'end': 12}]"
2022.,"[{'entity': 'DATE', 'start': 0, 'end': 4}]"
"2024 March 15, 2021.","[{'entity': 'DATE', 'start': 0, 'end': 4}, {'entity': 'DATE', 'start': 5, 'end': 19}]"
New York 2023.,"[{'entity': 'LOC', 'start': 0, 'end': 8}, {'entity': 'DATE', 'start': 9, 'end': 13}]"
2024 Amazon.,"[{'entity': 'DATE', 'start': 0, 'end': 4}, {'entity': 'ORG', 'start': 5, 'end': 11}]"
Paris Sara Paris.,"[{'entity': 'LOC', 'start': 0, 'end': 5}, {'entity': 'PERSON', 'start': 6, 'end': 10}, {'entity': 'LOC', 'start': 11, 'end': 16}]"
London 2023 OpenAI.,"[{'entity': 'LOC', 'start': 0, 'end': 6}, {'entity': 'DATE', 'start': 7, 'end': 11}, {'entity': 'ORG', 'start': 12, 'end': 18}]"
Alice.,"[{'entity': 'PERSON', 'start': 0, 'end': 5}]"
2024 David Paris.,"[{'entity': 'DATE', 'start': 0, 'end': 4}, {'entity': 'PERSON', 'start': 5, 'end': 10}, {'entity': 'LOC', 'start': 11, 'end': 16}]"
"Boston David March 15, 2021.","[{'entity': 'LOC', 'start': 0, 'end': 6}, {'entity': 'PERSON', 'start': 7, 'end': 12}, {'entity': 'DATE', 'start': 13, 'end': 27}]"
San Francisco OpenAI.,"[{'entity': 'LOC', 'start': 0, 'end': 13}, {'entity': 'ORG', 'start': 14, 'end': 20}]"
2024 New York.,"[{'entity': 'DATE', 'start': 0, 'end': 4}, {'entity': 'LOC', 'start': 5, 'end': 13}]"
San Francisco.,"[{'entity': 'LOC', 'start': 0, 'end': 13}]"
Google Tesla.,"[{'entity': 'ORG', 'start': 0, 'end': 6}, {'entity': 'ORG', 'start': 7, 'end': 12}]"
Google Boston.,"[{'entity': 'ORG', 'start': 0, 'end': 6}, {'entity': 'LOC', 'start': 7, 'end': 13}]"
Boston 2024 Boston.,"[{'entity': 'LOC', 'start': 0, 'end': 6}, {'entity': 'DATE', 'start': 7, 'end': 11}, {'entity': 'LOC', 'start': 12, 'end': 18}]"
London.,"[{'entity': 'LOC', 'start': 0, 'end': 6}]"
Google.,"[{'entity': 'ORG', 'start': 0, 'end': 6}]"
2024 2022.,"[{'entity': 'DATE', 'start': 0, 'end': 4}, {'entity': 'DATE', 'start': 5, 'end': 9}]"
David Emma 2023.,"[{'entity': 'PERSON', 'start': 0, 'end': 5}, {'entity': 'PERSON', 'start': 6, 'end': 10}, {'entity': 'DATE', 'start': 11, 'end': 15}]"
January 2023 Michael London.,"[{'entity': 'DATE', 'start': 0, 'end': 12}, {'entity': 'PERSON', 'start': 13, 'end': 20}, {'entity': 'LOC', 'start': 21, 'end': 27}]"
New York Boston.,"[{'entity': 'LOC', 'start': 0, 'end': 8}, {'entity': 'LOC', 'start': 9, 'end': 15}]"
Paris Google.,"[{'entity': 'LOC', 'start': 0, 'end': 5}, {'entity': 'ORG', 'start': 6, 'end': 12}]"
New York Google.,"[{'entity': 'LOC', 'start': 0, 'end': 8}, {'entity': 'ORG', 'start': 9, 'end': 15}]"
2023 Microsoft Microsoft.,"[{'entity': 'DATE', 'start': 0, 'end': 4}, {'entity': 'ORG', 'start': 5, 'end': 14}, {'entity': 'ORG', 'start': 15, 'end': 24}]"
Michael Amazon.,"[{'entity': 'PERSON', 'start': 0, 'end': 7}, {'entity': 'ORG', 'start': 8, 'end': 14}]"
"March 15, 2021.","[{'entity': 'DATE', 'start': 0, 'end': 14}]"
"March 15, 2021 OpenAI David.","[{'entity': 'DATE', 'start': 0, 'end': 14}, {'entity': 'ORG', 'start': 15, 'end': 21}, {'entity': 'PERSON', 'start': 22, 'end': 27}]"
Amazon London Alice.,"[{'entity': 'ORG', 'start': 0, 'end': 6}, {'entity': 'LOC', 'start': 7, 'end': 13}, {'entity': 'PERSON', 'start': 14, 'end': 19}]"
Microsoft.,"[{'entity': 'ORG', 'start': 0, 'end': 9}]"
"March 15, 2021.","[{'entity': 'DATE', 'start': 0, 'end': 14}]"
San Francisco.,"[{'entity': 'LOC', 'start': 0, 'end': 13}]"
David London Google.,"[{'entity': 'PERSON', 'start': 0, 'end': 5}, {'entity': 'LOC', 'start': 6, 'end': 12}, {'entity': 'ORG', 'start': 13, 'end': 19}]"
2022 John.,"[{'entity': 'DATE', 'start': 0, 'end': 4}, {'entity': 'PERSON', 'start': 5, 'end': 9}]"
Microsoft Paris.,"[{'entity': 'ORG', 'start': 0, 'end': 9}, {'entity': 'LOC', 'start': 10, 'end': 15}]"
Amazon.,"[{'entity': 'ORG', 'start': 0, 'end': 6}]"
London.,"[{'entity': 'LOC', 'start': 0, 'end': 6}]"
New York 2023 Tesla.,"[{'entity': 'LOC', 'start': 0, 'end': 8}, {'entity': 'DATE', 'start': 9, 'end': 13}, {'entity': 'ORG', 'start': 14, 'end': 19}]"
David.,"[{'entity': 'PERSON', 'start': 0, 'end': 5}]"
London Microsoft 2023.,"[{'entity': 'LOC', 'start': 0, 'end': 6}, {'entity': 'ORG', 'start': 7, 'end': 16}, {'entity': 'DATE', 'start': 17, 'end': 21}]"
OpenAI.,"[{'entity': 'ORG', 'start': 0, 'end': 6}]"
Alice OpenAI Alice.,"[{'entity': 'PERSON', 'start': 0, 'end': 5}, {'entity': 'ORG', 'start': 6, 'end': 12}, {'entity': 'PERSON', 'start': 13, 'end': 18}]"
"March 15, 2021 Alice Microsoft.","[{'entity': 'DATE', 'start': 0, 'end': 14}, {'entity': 'PERSON', 'start': 15, 'end': 20}, {'entity': 'ORG', 'start': 21, 'end': 30}]"
San Francisco Google.,"[{'entity': 'LOC', 'start': 0, 'end': 13}, {'entity': 'ORG', 'start': 14, 'end': 20}]"
David Sara January 2023.,"[{'entity': 'PERSON', 'start': 0, 'end': 5}, {'entity': 'PERSON', 'start': 6, 'end': 10}, {'entity': 'DATE', 'start': 11, 'end': 23}]"
London.,"[{'entity': 'LOC', 'start': 0, 'end': 6}]"
Emma Amazon Amazon.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}, {'entity': 'ORG', 'start': 5, 'end': 11}, {'entity': 'ORG', 'start': 12, 'end': 18}]"
2023.,"[{'entity': 'DATE', 'start': 0, 'end': 4}]"
Sara Microsoft.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}, {'entity': 'ORG', 'start': 5, 'end': 14}]"
Tesla Amazon.,"[{'entity': 'ORG', 'start': 0, 'end': 5}, {'entity': 'ORG', 'start': 6, 'end': 12}]"
OpenAI Tesla Microsoft.,"[{'entity': 'ORG', 'start': 0, 'end': 6}, {'entity': 'ORG', 'start': 7, 'end': 12}, {'entity': 'ORG', 'start': 13, 'end': 22}]"
New York.,"[{'entity': 'LOC', 'start': 0, 'end': 8}]"
Sara Sara 2024.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}, {'entity': 'PERSON', 'start': 5, 'end': 9}, {'entity': 'DATE', 'start': 10, 'end': 14}]"
Emma Emma.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}, {'entity': 'PERSON', 'start': 5, 'end': 9}]"
Boston 2024 London.,"[{'entity': 'LOC', 'start': 0, 'end': 6}, {'entity': 'DATE', 'start': 7, 'end': 11}, {'entity': 'LOC', 'start': 12, 'end': 18}]"
Boston John Emma.,"[{'entity': 'LOC', 'start': 0, 'end': 6}, {'entity': 'PERSON', 'start': 7, 'end': 11}, {'entity': 'PERSON', 'start': 12, 'end': 16}]"
John Microsoft Tesla.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}, {'entity': 'ORG', 'start': 5, 'end': 14}, {'entity': 'ORG', 'start': 15, 'end': 20}]"
Microsoft 2022 Amazon.,"[{'entity': 'ORG', 'start': 0, 'end': 9}, {'entity': 'DATE', 'start': 10, 'end': 14}, {'entity': 'ORG', 'start': 15, 'end': 21}]"
Michael David Amazon.,"[{'entity': 'PERSON', 'start': 0, 'end': 7}, {'entity': 'PERSON', 'start': 8, 'end': 13}, {'entity': 'ORG', 'start': 14, 'end': 20}]"
London San Francisco Boston.,"[{'entity': 'LOC', 'start': 0, 'end': 6}, {'entity': 'LOC', 'start': 7, 'end': 20}, {'entity': 'LOC', 'start': 21, 'end': 27}]"
London David OpenAI.,"[{'entity': 'LOC', 'start': 0, 'end': 6}, {'entity': 'PERSON', 'start': 7, 'end': 12}, {'entity': 'ORG', 'start': 13, 'end': 19}]"
David John.,"[{'entity': 'PERSON', 'start': 0, 'end': 5}, {'entity': 'PERSON', 'start': 6, 'end': 10}]"
David.,"[{'entity': 'PERSON', 'start': 0, 'end': 5}]"
John.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}]"
Sara.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}]"
Michael London.,"[{'entity': 'PERSON', 'start': 0, 'end': 7}, {'entity': 'LOC', 'start': 8, 'end': 14}]"
Microsoft.,"[{'entity': 'ORG', 'start': 0, 'end': 9}]"
OpenAI.,"[{'entity': 'ORG', 'start': 0, 'end': 6}]"
"London March 15, 2021 London.","[{'entity': 'LOC', 'start': 0, 'end': 6}, {'entity': 'DATE', 'start': 7, 'end': 21}, {'entity': 'LOC', 'start': 22, 'end': 28}]"
Sara Boston Boston.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}, {'entity': 'LOC', 'start': 5, 'end': 11}, {'entity': 'LOC', 'start': 12, 'end': 18}]"
Google Paris 2023.,"[{'entity': 'ORG', 'start': 0, 'end': 6}, {'entity': 'LOC', 'start': 7, 'end': 12}, {'entity': 'DATE', 'start': 13, 'end': 17}]"
Sara.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}]"
"Google March 15, 2021 Emma.","[{'entity': 'ORG', 'start': 0, 'end': 6}, {'entity': 'DATE', 'start': 7, 'end': 21}, {'entity': 'PERSON', 'start': 22, 'end': 26}]"
Amazon Tesla.,"[{'entity': 'ORG', 'start': 0, 'end': 6}, {'entity': 'ORG', 'start': 7, 'end': 12}]"
2023 David John.,"[{'entity': 'DATE', 'start': 0, 'end': 4}, {'entity': 'PERSON', 'start': 5, 'end': 10}, {'entity': 'PERSON', 'start': 11, 'end': 15}]"
2022.,"[{'entity': 'DATE', 'start': 0, 'end': 4}]"
Microsoft London Emma.,"[{'entity': 'ORG', 'start': 0, 'end': 9}, {'entity': 'LOC', 'start': 10, 'end': 16}, {'entity': 'PERSON', 'start': 17, 'end': 21}]"
2023 2023 London.,"[{'entity': 'DATE', 'start': 0, 'end': 4}, {'entity': 'DATE', 'start': 5, 'end': 9}, {'entity': 'LOC', 'start': 10, 'end': 16}]"
"March 15, 2021 OpenAI.","[{'entity': 'DATE', 'start': 0, 'end': 14}, {'entity': 'ORG', 'start': 15, 'end': 21}]"
John Amazon.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}, {'entity': 'ORG', 'start': 5, 'end': 11}]"
Google.,"[{'entity': 'ORG', 'start': 0, 'end': 6}]"
2022 Boston Amazon.,"[{'entity': 'DATE', 'start': 0, 'end': 4}, {'entity': 'LOC', 'start': 5, 'end': 11}, {'entity': 'ORG', 'start': 12, 'end': 18}]"
Emma Emma.,"[{'entity': 'PERSON', 'start': 0, 'end': 4}, {'entity': 'PERSON', 'start': 5, 'end': 9}]"
"March 15, 2021.","[{'entity': 'DATE', 'start': 0, 'end': 14}]"
Paris.,"[{'entity': 'LOC', 'start': 0, 'end': 5}]"
New York Amazon.,"[{'entity': 'LOC', 'start': 0, 'end': 8}, {'entity': 'ORG', 'start': 9, 'end': 15}]"
Tesla.,"[{'entity': 'ORG', 'start': 0, 'end': 5}]"
David.,"[{'entity': 'PERSON', 'start': 0, 'end': 5}]"
January 2023.,"[{'entity': 'DATE', 'start': 0, 'end': 12}]"
Boston 2024 2022.,"[{'entity': 'LOC', 'start': 0, 'end': 6}, {'entity': 'DATE', 'start': 7, 'end': 11}, {'entity': 'DATE', 'start': 12, 'end': 16}]"
"March 15, 2021 2022.","[{'entity': 'DATE', 'start': 0, 'end': 14}, {'entity': 'DATE', 'start': 15, 'end': 19}]"
New York Michael.,"[{'entity': 'LOC', 'start': 0, 'end': 8}, {'entity': 'PERSON', 'start': 9, 'end': 16}]"
